id,Response
0,0.3322756072197904
1,0.0006126514109386053
2,0.3754956204727042
3,0.0014845732528564048
4,0.18826307256350233
5,0.00047815761142299773
6,0.17031344849215685
7,0.0005718775155062029
8,0.009815143576759729
9,0.0004719860072566972
10,0.07869627396449491
11,0.130961811138751
12,0.000381929798471536
13,0.001082929458070351
14,0.007881264050977888
15,0.026057809154949405
16,0.2315804408610541
17,0.0004737276398897636
18,0.0005951903684566996
19,0.29923624500385204
20,0.0006064699376685206
21,0.11797918023625494
22,0.2020243067189033
23,0.0011196851641092763
24,0.07018792664249983
25,0.3653757793830763
26,0.00038015435547239756
27,0.001041247585622005
28,0.35550343425341047
29,0.07941324762290018
30,0.3209376491169031
31,0.4043835944964118
32,0.0008354609381532664
33,0.026616580368986925
34,0.0007355446764257649
35,0.0006329837471199423
36,0.0003254677813775786
37,0.015042472781570441
38,0.30250292032992393
39,0.5333182920711282
40,0.015165012851359324
41,0.3161643824933192
42,0.04254447954005275
43,0.000620839385634458
44,0.03735073147576504
45,0.35963429008649983
46,0.10908268298979955
47,0.00023807358062074646
48,0.1051334862263699
49,0.0008496645069065979
50,0.0009545876947022198
51,0.0009650738030064295
52,0.3965595916930778
53,0.2919545518296167
54,0.3765965285071409
55,0.17207405978503723
56,0.0006379000572194745
57,0.35471936383715574
58,0.16252045247274904
59,0.011413893148425006
60,0.0005581669325412185
61,0.36935972717517807
62,0.0012304575118860797
63,0.016382248597829368
64,0.0007791225587710516
65,0.012645408949460386
66,0.08126304756133694
67,0.0005654504725330654
68,0.20940442903984427
69,0.0005718775155062029
70,0.00043941732104130877
71,0.3884693374962197
72,0.012247947798109718
73,0.0003406791974781941
74,0.026625958027948204
75,0.359511996679205
76,0.218510473429543
77,0.31897914487464807
78,0.0006505268968629909
79,0.0004875704645992028
80,0.0005841571728559491
81,0.05247003830116389
82,0.0005464420165143867
83,0.0008099945096944742
84,0.06935055066180788
85,0.41800457921365125
86,0.0008574716382162009
87,0.0010141034666757028
88,0.11235664773244008
89,0.06797924237293061
90,0.0006397610779041246
91,0.1699851641648615
92,0.38856722570020374
93,0.31429385837905083
94,0.20907214359232648
95,0.43064882703773
96,0.09384580660187254
97,0.000382869700343524
98,0.0008117849811236224
99,0.0006265476820565987
100,0.3022268121213827
101,0.0003725042382749368
102,0.00040516801912716114
103,0.11537166661652298
104,0.0006228271005503606
105,0.03859418001612569
106,0.3062090173276063
107,0.1530859971749848
108,0.15553015332387934
109,0.06585966592444858
110,0.12065716181465966
111,0.16522096430192315
112,0.04029352182986727
113,0.10025594749012155
114,0.40918372041488493
115,0.1403973362009426
116,0.23895776353121914
117,0.28114439634264515
118,0.0007033695562061798
119,0.07426272734584681
120,0.0012950842843819704
121,0.0004056716511490694
122,0.37046749538938306
123,0.0006587020173598676
124,0.22827257724223218
125,0.2765987956440554
126,0.014141554109539003
127,0.0006959069763787034
128,0.0006689580614723028
129,0.0006495045201532374
130,0.28253964350051664
131,0.16752019092418097
132,0.2558401424201879
133,0.28216209572586265
134,0.4205808879745729
135,0.41185864581747916
136,0.3242812197015104
137,0.0005325392859888763
138,0.00041071221048223096
139,0.26321258063127506
140,0.0006151819990489281
141,0.28217735742388894
